CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,MonthlyUsageGB,SupportTickets,Churn
4323,Female,61,22,56.97,1267.25,Two Year,Electronic Check,No,29.4,7,Yes
4324,Female,54,57,88.4,4902.2,Month-to-Month,Bank Transfer,No,68.5,4,Yes
4325,Female,43,3,57.2,170.94,Month-to-Month,Credit Card,Yes,76.0,9,No
4326,Male,48,30,72.87,2242.11,Month-to-Month,Mailed Check,No,80.4,9,No
4327,Male,49,45,21.93,972.16,Month-to-Month,Bank Transfer,Yes,91.0,0,Yes
4328,Female,67,36,39.99,1377.69,Two Year,Electronic Check,No,36.6,1,No
4329,Male,58,72,54.9,4086.31,Month-to-Month,Mailed Check,Yes,86.3,3,No
4330,Female,19,64,70.45,4298.42,One Year,Credit Card,No,72.8,9,Yes
4331,Male,42,54,33.72,1747.37,Month-to-Month,Bank Transfer,Yes,53.8,0,No
4332,Male,61,68,81.16,5594.54,Two Year,Mailed Check,No,95.5,3,Yes
4333,Male,19,50,49.15,2498.91,One Year,Bank Transfer,Yes,94.8,5,Yes
4334,Male,59,31,85.39,2660.28,Month-to-Month,Mailed Check,Yes,89.8,5,Yes
4335,Female,18,29,27.84,773.27,Two Year,Electronic Check,No,20.2,1,No
4336,Male,53,59,74.38,4509.92,Month-to-Month,Bank Transfer,Yes,20.8,0,Yes
4337,Female,29,36,43.47,1580.29,One Year,Bank Transfer,Yes,90.1,7,Yes
4338,Female,26,67,83.63,5698.73,Two Year,Bank Transfer,Yes,39.8,8,Yes
4339,Female,53,11,52.17,545.34,One Year,Electronic Check,Yes,79.7,8,Yes
4340,Male,58,11,73.23,772.33,One Year,Mailed Check,Yes,68.7,6,No
4341,Female,45,26,94.74,2517.66,Month-to-Month,Electronic Check,Yes,76.2,3,Yes
4342,Female,55,53,21.65,1167.85,Month-to-Month,Credit Card,No,2.6,1,No
4343,Female,50,14,20.89,283.64,Month-to-Month,Credit Card,No,43.0,6,Yes
4344,Male,59,64,81.62,5226.22,Two Year,Credit Card,Yes,85.7,5,No
4345,Male,63,10,71.71,703.65,Two Year,Mailed Check,Yes,49.0,6,No
4346,Female,39,31,43.44,1363.46,Month-to-Month,Bank Transfer,No,69.0,0,No
4347,Male,42,36,59.55,2207.58,Month-to-Month,Mailed Check,Yes,75.6,3,Yes
4348,Female,35,10,23.35,226.22,Month-to-Month,Credit Card,Yes,12.1,0,No
4349,Female,23,26,35.4,934.14,Month-to-Month,Mailed Check,Yes,15.6,6,Yes
4350,Male,35,20,53.96,1072.12,Month-to-Month,Bank Transfer,Yes,72.5,5,Yes
4351,Female,33,44,86.72,3698.44,One Year,Bank Transfer,Yes,5.5,9,No
4352,Male,32,62,58.37,3581.49,Two Year,Mailed Check,No,34.2,7,Yes
4353,Male,65,9,66.91,578.36,One Year,Credit Card,Yes,91.8,1,Yes
4354,Female,25,71,89.9,6483.53,One Year,Bank Transfer,No,57.4,7,No
4355,Male,30,24,44.71,1126.5,One Year,Credit Card,No,91.0,7,Yes
4356,Male,60,12,76.06,934.01,One Year,Bank Transfer,No,30.9,1,No
4357,Female,24,60,88.93,5523.61,Month-to-Month,Credit Card,Yes,63.7,6,Yes
4358,Female,34,16,36.21,563.47,Month-to-Month,Mailed Check,Yes,28.7,2,Yes
4359,Male,67,29,48.52,1351.67,Month-to-Month,Electronic Check,Yes,11.1,4,Yes
4360,Male,49,32,98.38,2991.43,One Year,Electronic Check,Yes,99.1,7,Yes
4361,Female,39,35,98.66,3532.38,Two Year,Credit Card,No,17.6,0,No
4362,Male,30,43,37.86,1680.59,One Year,Bank Transfer,Yes,18.8,0,No
4363,Male,64,53,25.32,1300.24,Two Year,Mailed Check,No,84.2,9,No
4364,Male,40,20,41.67,831.59,Month-to-Month,Bank Transfer,No,80.2,7,No
4365,Male,46,8,51.82,418.08,One Year,Electronic Check,No,97.8,5,No
4366,Male,39,42,55.28,2428.14,Two Year,Electronic Check,Yes,7.2,2,Yes
4367,Male,18,70,69.5,5066.38,One Year,Mailed Check,No,9.4,7,Yes
4368,Male,46,16,91.96,1400.11,Two Year,Credit Card,No,44.9,7,Yes
4369,Female,65,69,46.43,3059.26,One Year,Mailed Check,Yes,59.2,8,Yes
4370,Female,22,53,88.0,4878.03,Month-to-Month,Electronic Check,Yes,3.8,9,Yes
4371,Female,52,45,27.48,1181.95,Month-to-Month,Mailed Check,Yes,15.8,9,Yes
4372,Female,27,51,23.35,1200.62,One Year,Electronic Check,Yes,70.3,5,No
4373,Female,36,6,60.32,346.69,Two Year,Bank Transfer,Yes,66.9,6,No
4374,Male,54,33,24.77,831.05,Month-to-Month,Electronic Check,Yes,9.0,5,Yes
4375,Male,24,15,51.4,746.65,One Year,Electronic Check,Yes,93.2,2,No
4376,Male,63,14,91.74,1224.53,One Year,Mailed Check,No,25.5,8,Yes
4377,Male,52,39,39.32,1499.56,Month-to-Month,Mailed Check,Yes,88.7,0,No
4378,Female,62,63,76.48,4833.34,Month-to-Month,Mailed Check,No,92.3,4,No
4379,Male,30,5,44.19,221.72,Month-to-Month,Bank Transfer,Yes,49.0,5,Yes
4380,Male,27,52,23.59,1259.01,Month-to-Month,Mailed Check,No,41.2,5,Yes
4381,Female,19,16,64.54,987.25,Month-to-Month,Bank Transfer,Yes,27.8,0,No
4382,Male,23,38,86.79,3135.82,Month-to-Month,Credit Card,No,80.7,7,No
4383,Male,25,53,52.76,2856.18,Month-to-Month,Mailed Check,Yes,19.7,0,No
4384,Female,53,53,69.38,3844.17,One Year,Mailed Check,Yes,62.2,2,Yes
4385,Male,42,46,92.0,4101.95,One Year,Credit Card,No,56.7,7,No
4386,Male,61,15,83.18,1204.02,One Year,Credit Card,No,24.9,7,No
4387,Male,64,59,35.51,2062.19,One Year,Credit Card,Yes,98.3,0,No
4388,Male,57,50,78.67,4013.05,Two Year,Electronic Check,No,84.6,0,No
4389,Male,24,9,60.15,555.52,Two Year,Electronic Check,Yes,2.1,7,Yes
4390,Female,63,26,79.68,2162.15,Two Year,Electronic Check,Yes,42.2,1,Yes
4391,Female,40,3,59.56,184.07,Month-to-Month,Credit Card,No,35.9,4,Yes
4392,Female,36,47,30.24,1354.16,Two Year,Bank Transfer,Yes,88.3,7,Yes
4393,Female,63,5,65.59,318.32,One Year,Mailed Check,Yes,26.4,4,No
4394,Female,39,62,59.37,3627.76,Month-to-Month,Electronic Check,Yes,99.8,6,Yes
4395,Female,30,5,61.43,320.88,Month-to-Month,Credit Card,Yes,20.0,5,Yes
4396,Male,38,10,90.31,912.64,One Year,Mailed Check,Yes,24.4,4,No
4397,Female,18,63,91.59,6056.55,Month-to-Month,Electronic Check,Yes,66.6,2,No
4398,Female,36,25,56.28,1381.34,Month-to-Month,Credit Card,No,16.1,5,Yes
4399,Male,50,44,56.46,2588.92,One Year,Mailed Check,Yes,88.9,8,No
4400,Male,21,25,61.21,1560.65,One Year,Electronic Check,Yes,11.0,6,Yes
4401,Female,59,30,61.57,1918.59,Two Year,Electronic Check,No,98.3,9,Yes
4402,Male,20,14,96.03,1401.24,One Year,Electronic Check,Yes,87.5,0,No
4403,Female,44,43,71.95,3079.32,One Year,Electronic Check,Yes,84.0,4,Yes
4404,Male,58,28,42.2,1225.55,Month-to-Month,Electronic Check,No,40.7,6,No
4405,Female,52,19,62.52,1245.28,One Year,Credit Card,No,51.4,6,Yes
4406,Male,45,42,70.18,2996.82,Month-to-Month,Mailed Check,Yes,45.6,6,Yes
4407,Male,23,20,71.18,1389.3,Two Year,Electronic Check,No,98.7,5,No
4408,Female,23,11,66.82,718.06,Month-to-Month,Mailed Check,No,3.5,1,No
4409,Female,61,54,34.22,1894.52,Month-to-Month,Electronic Check,No,38.2,1,No
4410,Female,40,24,22.69,535.23,Month-to-Month,Credit Card,Yes,96.8,9,No
4411,Female,50,70,47.03,3262.82,Two Year,Credit Card,Yes,36.9,5,No
4412,Female,33,17,54.2,923.84,Two Year,Mailed Check,Yes,39.8,0,No
4413,Male,41,28,24.94,727.07,Month-to-Month,Electronic Check,No,63.1,5,No
4414,Female,22,50,85.2,4350.02,Month-to-Month,Credit Card,No,90.7,4,Yes
4415,Female,58,55,47.53,2559.51,One Year,Electronic Check,No,29.5,0,Yes
4416,Male,59,10,93.09,896.8,Two Year,Electronic Check,Yes,94.8,4,No
4417,Male,30,21,32.35,665.07,Month-to-Month,Bank Transfer,Yes,28.3,3,Yes
4418,Female,64,58,24.55,1400.2,Month-to-Month,Credit Card,Yes,81.5,8,No
4419,Male,29,34,58.59,2038.4,Month-to-Month,Mailed Check,No,27.6,0,No
4420,Male,22,43,35.13,1499.3,One Year,Mailed Check,Yes,7.3,9,No
4421,Female,54,11,94.99,1096.92,Month-to-Month,Electronic Check,No,81.2,2,Yes
4422,Male,48,33,20.82,655.08,Month-to-Month,Electronic Check,No,45.0,1,Yes
4423,Male,45,58,53.01,3029.77,Month-to-Month,Electronic Check,Yes,39.1,0,No
4424,Female,45,46,94.14,4151.13,One Year,Bank Transfer,Yes,43.0,1,Yes
4425,Female,47,61,50.75,3051.4,Two Year,Electronic Check,Yes,61.2,6,No
4426,Male,35,62,27.45,1690.62,Two Year,Electronic Check,No,26.3,4,Yes
4427,Male,61,1,44.23,45.96,One Year,Mailed Check,Yes,23.7,1,Yes
4428,Female,44,21,59.84,1247.26,Two Year,Bank Transfer,Yes,48.3,3,No
4429,Male,52,62,34.81,2055.81,Month-to-Month,Mailed Check,No,3.6,5,Yes
4430,Male,43,64,57.32,3835.46,One Year,Bank Transfer,Yes,64.3,7,No
4431,Male,56,56,86.91,4694.31,Month-to-Month,Bank Transfer,Yes,82.3,5,No
4432,Female,66,1,89.81,92.27,One Year,Credit Card,No,72.7,5,Yes
4433,Male,35,21,23.94,487.67,Two Year,Credit Card,No,46.9,5,Yes
4434,Male,50,22,32.87,753.75,Two Year,Credit Card,Yes,56.5,4,No
4435,Female,42,54,42.02,2207.03,One Year,Mailed Check,Yes,2.6,4,No
4436,Male,48,4,67.59,279.96,One Year,Credit Card,No,91.2,5,No
4437,Male,54,65,48.88,3150.05,Two Year,Credit Card,No,55.8,5,No
4438,Female,19,51,87.52,4439.93,Month-to-Month,Mailed Check,Yes,31.6,0,Yes
4439,Female,50,63,77.33,4934.74,One Year,Bank Transfer,No,29.4,6,No
4440,Female,56,15,28.04,420.07,Month-to-Month,Bank Transfer,No,66.0,5,No
4441,Female,60,36,69.96,2477.44,Two Year,Electronic Check,Yes,58.4,5,Yes
4442,Male,60,29,29.04,820.48,Month-to-Month,Electronic Check,Yes,18.8,0,Yes
4443,Male,49,52,40.4,2051.69,Month-to-Month,Credit Card,No,41.0,6,Yes
4444,Female,35,46,34.23,1606.63,One Year,Mailed Check,Yes,67.6,5,No
4445,Female,34,69,33.84,2243.6,Month-to-Month,Bank Transfer,No,29.8,9,Yes
4446,Male,51,29,69.31,2022.36,Month-to-Month,Mailed Check,No,50.9,1,Yes
4447,Female,56,47,65.09,3022.37,One Year,Electronic Check,No,25.5,7,No
4448,Male,24,25,34.08,839.49,Two Year,Credit Card,Yes,7.2,7,No
4449,Female,59,16,99.21,1621.57,Month-to-Month,Electronic Check,No,38.8,6,Yes
4450,Male,52,41,53.75,2204.46,Two Year,Electronic Check,Yes,73.2,6,Yes
4451,Female,47,65,27.77,1728.73,Two Year,Bank Transfer,Yes,21.4,6,No
4452,Female,29,69,29.65,2129.64,One Year,Mailed Check,Yes,75.5,3,Yes
4453,Male,52,20,66.71,1387.3,One Year,Bank Transfer,No,66.9,0,No
4454,Female,28,69,98.33,6734.13,Month-to-Month,Bank Transfer,Yes,50.7,8,No
4455,Male,61,36,65.76,2252.25,Month-to-Month,Electronic Check,No,97.1,0,Yes
4456,Male,21,58,95.92,5318.71,Month-to-Month,Credit Card,Yes,88.3,4,No
4457,Male,42,48,55.53,2663.2,Month-to-Month,Electronic Check,No,56.3,9,No
4458,Male,65,2,54.87,105.15,Month-to-Month,Mailed Check,Yes,55.8,8,Yes
4459,Male,49,29,60.0,1730.12,Month-to-Month,Credit Card,Yes,27.8,1,No
4460,Female,37,16,75.79,1175.02,One Year,Bank Transfer,No,92.0,4,Yes
4461,Female,67,35,49.41,1781.66,One Year,Mailed Check,Yes,89.6,0,No
4462,Male,48,62,89.11,5451.66,Two Year,Mailed Check,Yes,74.2,1,No
4463,Female,21,4,22.34,88.27,Month-to-Month,Mailed Check,No,12.8,0,Yes
4464,Male,55,68,55.18,3573.98,Month-to-Month,Mailed Check,No,70.4,2,Yes
4465,Female,64,51,60.88,3152.62,One Year,Electronic Check,Yes,25.3,3,No
4466,Female,18,33,68.56,2324.35,Month-to-Month,Mailed Check,No,18.9,0,Yes
4467,Female,20,24,42.09,986.27,One Year,Electronic Check,No,75.9,9,No
4468,Female,54,25,54.2,1370.83,One Year,Credit Card,Yes,96.0,0,Yes
4469,Male,39,28,58.76,1669.45,Month-to-Month,Mailed Check,Yes,10.9,1,No
4470,Male,34,7,74.95,531.45,Month-to-Month,Electronic Check,Yes,16.4,3,Yes
4471,Female,31,36,81.88,3006.13,Month-to-Month,Mailed Check,Yes,21.9,1,Yes
4472,Female,58,10,79.03,812.82,Month-to-Month,Credit Card,Yes,96.3,1,Yes
4473,Male,52,36,47.33,1747.85,Month-to-Month,Bank Transfer,Yes,69.6,7,Yes
4474,Female,30,18,99.96,1812.6,Month-to-Month,Credit Card,Yes,67.8,7,Yes
4475,Male,52,6,87.89,550.48,One Year,Bank Transfer,Yes,50.5,6,Yes
4476,Male,60,7,40.8,293.61,Month-to-Month,Electronic Check,Yes,53.8,3,No
4477,Male,19,12,35.61,444.02,One Year,Credit Card,Yes,29.0,6,No
4478,Female,64,41,45.12,1851.37,Month-to-Month,Electronic Check,No,15.5,5,Yes
4479,Male,30,63,56.19,3610.94,Month-to-Month,Credit Card,No,78.0,6,Yes
4480,Female,33,25,88.06,2281.43,Month-to-Month,Mailed Check,Yes,47.1,0,Yes
4481,Male,35,53,82.27,4377.65,Month-to-Month,Bank Transfer,Yes,25.6,4,No
4482,Female,24,33,88.1,3016.04,Month-to-Month,Mailed Check,No,63.3,4,No
4483,Female,62,6,41.76,256.2,Month-to-Month,Electronic Check,No,20.9,6,Yes
4484,Female,53,62,67.48,4289.94,Month-to-Month,Mailed Check,Yes,48.9,3,No
4485,Male,58,66,42.66,2935.88,Month-to-Month,Bank Transfer,Yes,19.0,0,No
4486,Male,47,9,28.72,254.09,Two Year,Bank Transfer,Yes,76.0,2,No
4487,Female,59,67,74.74,5054.98,Two Year,Bank Transfer,No,32.1,3,No
4488,Female,58,16,31.44,491.6,Month-to-Month,Bank Transfer,No,44.2,4,No
4489,Female,24,55,73.42,4049.88,Month-to-Month,Bank Transfer,No,75.5,7,Yes
4490,Male,32,40,71.84,2857.41,One Year,Electronic Check,Yes,66.0,7,No
4491,Male,57,26,84.82,2195.93,Two Year,Mailed Check,No,40.0,1,No
4492,Male,36,38,31.16,1149.57,Two Year,Credit Card,Yes,7.1,9,No
4493,Male,60,35,82.68,2930.12,Month-to-Month,Mailed Check,No,92.2,3,Yes
4494,Female,54,68,99.94,6996.79,Month-to-Month,Mailed Check,Yes,0.8,1,Yes
4495,Female,19,59,88.08,5076.5,One Year,Electronic Check,Yes,73.5,4,Yes
4496,Male,59,14,80.14,1079.77,Two Year,Electronic Check,Yes,94.5,3,No
4497,Male,65,47,72.97,3345.69,Month-to-Month,Electronic Check,No,30.7,1,Yes
4498,Female,30,71,53.74,3912.92,One Year,Electronic Check,No,7.5,2,No
4499,Male,57,72,78.44,5401.11,Month-to-Month,Mailed Check,Yes,25.0,2,Yes
4500,Male,58,42,77.93,3311.62,Month-to-Month,Bank Transfer,Yes,31.3,6,Yes
4501,Male,60,51,70.52,3711.54,Month-to-Month,Bank Transfer,Yes,45.1,3,Yes
4502,Male,60,19,83.7,1638.27,Month-to-Month,Electronic Check,Yes,52.5,0,Yes
4503,Male,48,66,55.9,3869.27,One Year,Credit Card,Yes,72.5,4,No
4504,Male,33,47,29.7,1436.38,One Year,Mailed Check,Yes,90.1,5,Yes
4505,Female,59,65,64.73,4053.81,Two Year,Mailed Check,Yes,46.5,5,No
4506,Male,61,42,41.2,1703.95,Month-to-Month,Credit Card,No,74.6,9,Yes
4507,Male,23,38,50.75,1873.92,Month-to-Month,Electronic Check,No,12.7,1,Yes
4508,Female,45,13,21.39,274.63,Month-to-Month,Mailed Check,Yes,32.9,4,No
4509,Female,49,44,50.62,2257.77,Month-to-Month,Credit Card,Yes,11.8,3,Yes
4510,Female,61,24,84.7,1990.08,One Year,Bank Transfer,Yes,69.2,4,No
4511,Male,27,30,63.42,1831.97,Month-to-Month,Credit Card,Yes,90.8,6,Yes
4512,Female,67,70,20.78,1485.76,One Year,Credit Card,No,88.9,2,Yes
4513,Male,35,38,57.59,2104.65,One Year,Electronic Check,No,32.6,7,Yes
4514,Male,21,23,43.32,1040.99,Month-to-Month,Mailed Check,Yes,23.4,8,Yes
4515,Male,26,57,58.2,3356.74,One Year,Credit Card,No,27.4,0,No
4516,Female,24,23,52.38,1236.59,Month-to-Month,Mailed Check,No,28.7,0,Yes
4517,Female,67,36,94.56,3514.55,Two Year,Mailed Check,Yes,8.2,8,Yes
4518,Female,25,57,23.29,1346.52,One Year,Electronic Check,No,13.3,9,No
4519,Female,60,1,74.69,76.2,Month-to-Month,Bank Transfer,Yes,21.4,0,Yes
4520,Female,24,72,88.08,6525.89,Month-to-Month,Mailed Check,Yes,0.8,1,Yes
4521,Male,58,3,96.74,288.89,One Year,Electronic Check,No,4.7,2,Yes
4522,Male,57,14,34.21,455.12,Month-to-Month,Electronic Check,No,69.9,6,Yes
4523,Male,20,34,62.5,2224.23,One Year,Credit Card,Yes,61.9,9,Yes
4524,Male,34,70,23.49,1602.0,Month-to-Month,Mailed Check,Yes,94.5,2,Yes
4525,Female,19,69,59.93,3990.31,One Year,Electronic Check,No,40.2,8,Yes
4526,Female,32,51,30.04,1596.27,Two Year,Bank Transfer,Yes,44.4,1,No
4527,Male,63,29,87.03,2534.28,One Year,Credit Card,No,6.8,2,Yes
4528,Female,46,48,29.11,1365.93,Month-to-Month,Bank Transfer,Yes,15.2,8,Yes
4529,Female,67,16,61.06,1019.14,Month-to-Month,Electronic Check,Yes,69.2,5,Yes
4530,Male,65,57,61.69,3641.29,Month-to-Month,Credit Card,Yes,23.5,8,Yes
4531,Male,39,10,97.73,972.98,One Year,Mailed Check,No,77.3,4,No
4532,Female,21,19,72.4,1438.35,Month-to-Month,Credit Card,Yes,70.6,3,Yes
4533,Female,23,67,43.03,2765.74,Month-to-Month,Credit Card,Yes,74.7,1,Yes
4534,Male,55,36,39.26,1475.21,Two Year,Bank Transfer,Yes,69.1,0,No
4535,Male,43,4,30.26,120.56,Month-to-Month,Mailed Check,Yes,70.8,4,Yes
4536,Male,28,33,80.52,2646.91,One Year,Electronic Check,Yes,54.7,0,Yes
4537,Female,43,28,75.26,2097.44,One Year,Bank Transfer,Yes,67.8,5,Yes
4538,Male,34,9,68.79,614.81,One Year,Mailed Check,Yes,52.6,5,Yes
4539,Male,41,6,23.27,140.14,Month-to-Month,Electronic Check,Yes,20.6,6,Yes
4540,Female,45,49,81.03,4167.07,Month-to-Month,Credit Card,No,21.8,8,No
4541,Female,52,22,71.35,1493.49,Two Year,Mailed Check,Yes,40.5,5,Yes
4542,Female,48,48,97.11,4661.31,Month-to-Month,Bank Transfer,Yes,1.4,2,Yes
4543,Female,30,21,66.98,1376.15,One Year,Electronic Check,Yes,88.9,7,No
4544,Female,52,33,44.32,1414.51,One Year,Electronic Check,Yes,26.8,4,No
4545,Male,33,56,50.52,2949.38,Month-to-Month,Mailed Check,No,5.2,7,Yes
4546,Male,32,29,34.07,976.62,One Year,Mailed Check,No,42.4,7,Yes
4547,Female,60,53,77.83,4144.13,One Year,Credit Card,Yes,81.6,2,No
4548,Female,35,40,76.62,3196.7,One Year,Electronic Check,No,39.7,6,Yes
4549,Female,64,18,36.05,647.56,One Year,Credit Card,No,26.3,3,No
4550,Female,54,47,32.68,1503.43,Two Year,Credit Card,No,54.5,8,No
4551,Female,65,13,26.16,326.37,Month-to-Month,Bank Transfer,No,57.4,6,Yes
4552,Male,65,27,92.96,2534.61,Two Year,Bank Transfer,Yes,75.9,9,No
4553,Male,66,62,38.65,2494.93,Month-to-Month,Mailed Check,No,80.0,1,No
4554,Male,58,45,47.53,2049.18,One Year,Mailed Check,No,70.6,0,Yes
4555,Male,44,3,42.44,126.63,Month-to-Month,Mailed Check,Yes,0.5,5,Yes
4556,Female,52,22,53.09,1187.21,Month-to-Month,Bank Transfer,Yes,0.2,5,No
4557,Male,62,27,77.12,1999.1,Month-to-Month,Credit Card,No,97.7,9,Yes
4558,Female,52,55,89.65,4723.02,Month-to-Month,Credit Card,Yes,26.4,4,No
4559,Female,45,67,34.61,2250.35,Month-to-Month,Bank Transfer,No,28.2,1,No
4560,Female,56,33,74.91,2380.89,One Year,Mailed Check,Yes,73.2,8,Yes
4561,Male,55,2,48.2,95.22,Month-to-Month,Mailed Check,Yes,58.2,5,Yes
4562,Female,26,46,98.44,4487.57,One Year,Credit Card,No,46.4,3,No
4563,Male,29,33,43.91,1442.18,Month-to-Month,Electronic Check,No,11.6,6,No
4564,Male,32,58,20.58,1192.58,Month-to-Month,Electronic Check,Yes,8.1,8,Yes
4565,Female,38,7,61.25,409.81,Month-to-Month,Electronic Check,No,70.4,7,Yes
4566,Female,52,15,32.06,488.74,Month-to-Month,Electronic Check,Yes,12.5,0,Yes
4567,Female,59,26,23.56,626.88,Month-to-Month,Mailed Check,Yes,43.6,2,No
4568,Male,50,11,75.86,804.19,Two Year,Bank Transfer,Yes,73.6,9,Yes
4569,Female,36,38,78.58,2904.51,Month-to-Month,Bank Transfer,Yes,92.3,1,No
4570,Male,40,27,56.86,1501.53,One Year,Electronic Check,Yes,87.4,2,No
4571,Female,30,7,74.15,514.7,Month-to-Month,Bank Transfer,No,86.4,4,Yes
4572,Female,61,1,63.06,62.44,Two Year,Credit Card,No,35.8,5,Yes
4573,Male,18,21,70.38,1434.48,Month-to-Month,Electronic Check,Yes,92.7,2,No
4574,Male,46,30,67.74,1945.52,Two Year,Mailed Check,No,68.4,1,No
4575,Male,41,8,73.27,573.88,Month-to-Month,Electronic Check,No,88.6,4,Yes
4576,Male,33,3,35.97,110.92,Month-to-Month,Credit Card,Yes,8.9,3,Yes
4577,Male,42,55,41.5,2181.69,One Year,Bank Transfer,Yes,4.0,4,No
4578,Male,40,15,55.2,816.92,One Year,Bank Transfer,No,43.0,9,Yes
4579,Female,45,36,55.69,1943.25,Month-to-Month,Bank Transfer,No,82.8,3,Yes
4580,Female,64,6,81.95,502.15,Month-to-Month,Mailed Check,No,40.9,3,No
4581,Male,33,42,49.39,2039.42,One Year,Electronic Check,Yes,88.5,7,Yes
4582,Female,60,50,33.0,1633.05,Month-to-Month,Mailed Check,No,23.5,5,Yes
4583,Male,55,18,40.12,752.28,Month-to-Month,Credit Card,No,3.9,1,No
4584,Female,28,50,37.18,1879.67,One Year,Mailed Check,No,76.1,2,No
4585,Female,20,30,78.53,2432.19,One Year,Electronic Check,Yes,62.6,7,Yes
4586,Male,32,39,57.63,2289.13,Month-to-Month,Bank Transfer,Yes,44.0,0,No
4587,Male,18,12,76.69,962.61,One Year,Bank Transfer,Yes,84.5,5,No
4588,Male,24,59,53.3,3167.21,Month-to-Month,Bank Transfer,Yes,82.4,2,No
4589,Female,18,44,91.18,3911.59,Month-to-Month,Bank Transfer,Yes,32.5,8,Yes
4590,Male,66,4,98.68,402.39,Month-to-Month,Mailed Check,No,83.8,9,Yes
4591,Female,49,36,73.59,2734.08,Two Year,Electronic Check,Yes,34.5,0,No
4592,Male,26,48,89.11,4477.28,Month-to-Month,Electronic Check,Yes,62.2,1,Yes
4593,Female,46,14,60.63,858.81,Month-to-Month,Electronic Check,Yes,19.2,5,Yes
4594,Female,43,49,94.77,4793.24,One Year,Mailed Check,Yes,26.4,3,Yes
4595,Male,40,67,86.53,5919.62,Month-to-Month,Bank Transfer,Yes,44.8,9,No
4596,Female,62,9,99.34,918.65,One Year,Bank Transfer,Yes,31.5,0,No
4597,Female,60,21,69.85,1481.19,Two Year,Electronic Check,No,12.9,9,No
4598,Male,46,72,82.34,5804.61,Two Year,Bank Transfer,No,48.2,3,No
4599,Female,55,16,63.43,973.03,Month-to-Month,Mailed Check,Yes,51.1,1,Yes
4600,Male,50,16,40.73,666.01,One Year,Credit Card,No,15.9,8,No
4601,Male,24,28,48.38,1399.28,Two Year,Bank Transfer,Yes,17.4,6,Yes
4602,Male,29,51,91.52,4794.08,Month-to-Month,Credit Card,No,2.9,5,Yes
4603,Male,48,56,24.48,1307.77,Month-to-Month,Credit Card,No,3.0,8,No
4604,Female,49,57,67.32,3666.48,Month-to-Month,Credit Card,Yes,35.9,7,No
4605,Female,37,52,49.8,2486.83,Month-to-Month,Bank Transfer,Yes,14.7,1,No
4606,Female,34,46,50.94,2419.26,Two Year,Credit Card,Yes,91.9,2,No
4607,Male,53,38,90.77,3487.42,One Year,Bank Transfer,Yes,19.9,6,Yes
4608,Female,20,48,88.31,4276.9,Month-to-Month,Electronic Check,No,6.6,9,Yes
4609,Female,18,41,67.91,2704.49,Two Year,Mailed Check,Yes,40.4,3,No
4610,Male,67,59,41.83,2363.47,Month-to-Month,Credit Card,Yes,19.2,5,No
4611,Male,44,67,58.04,4003.83,Two Year,Credit Card,Yes,6.2,8,Yes
4612,Female,64,66,52.66,3589.7,Month-to-Month,Electronic Check,Yes,75.3,6,Yes
4613,Male,57,27,48.29,1271.41,Month-to-Month,Mailed Check,Yes,55.7,2,No
4614,Male,50,32,28.22,932.48,Month-to-Month,Electronic Check,Yes,5.7,5,Yes
4615,Male,37,56,63.45,3486.74,One Year,Mailed Check,No,46.8,6,No
4616,Male,31,10,44.15,455.27,Month-to-Month,Credit Card,Yes,3.9,0,Yes
4617,Female,53,40,72.86,2788.69,Month-to-Month,Mailed Check,No,35.4,6,Yes
4618,Male,22,17,45.54,762.16,Two Year,Electronic Check,No,36.3,4,No
4619,Male,40,58,54.49,3245.88,Two Year,Credit Card,Yes,82.3,6,No
4620,Male,62,6,24.19,142.07,One Year,Electronic Check,Yes,73.5,6,Yes
4621,Male,32,39,99.4,3698.39,Two Year,Credit Card,Yes,89.7,5,Yes
4622,Male,23,18,60.61,1052.83,Two Year,Bank Transfer,No,14.1,2,No
4623,Male,50,72,21.94,1652.61,One Year,Credit Card,Yes,53.4,8,Yes
4624,Male,36,42,63.3,2685.25,One Year,Mailed Check,Yes,2.0,4,No
4625,Male,30,4,89.63,346.94,Two Year,Mailed Check,No,82.6,8,No
4626,Female,46,20,81.8,1660.16,One Year,Mailed Check,No,36.7,2,No
4627,Male,23,28,76.07,2156.23,Month-to-Month,Mailed Check,No,6.9,6,Yes
4628,Female,32,40,31.16,1234.91,Month-to-Month,Mailed Check,Yes,32.5,4,Yes
4629,Male,33,65,72.62,4799.02,Month-to-Month,Bank Transfer,Yes,28.7,6,No
4630,Male,41,44,81.3,3438.34,Two Year,Credit Card,No,76.6,7,Yes
4631,Male,40,23,65.79,1486.15,One Year,Credit Card,Yes,12.7,7,Yes
4632,Male,65,57,91.42,4969.98,Two Year,Bank Transfer,Yes,55.6,4,No
4633,Female,27,47,42.16,2063.65,One Year,Bank Transfer,No,79.4,4,No
4634,Male,58,13,39.37,531.92,Month-to-Month,Mailed Check,No,74.0,7,Yes
4635,Male,58,16,89.57,1390.69,One Year,Electronic Check,No,93.6,5,Yes
4636,Female,66,55,70.03,3931.63,Month-to-Month,Electronic Check,Yes,0.1,5,No
4637,Female,34,65,20.12,1348.74,Month-to-Month,Mailed Check,No,35.4,1,No
